"BUSINESS_NAME","CASE_NUMBER","DBA","LOCATION","NEIGHBORHOOD_NAME","POLICE_DISTRICT_WHEN_LAST_UPDATED","STATUS_CODE","WARD"
"DRC INC","18-0046","CALLIERS DELI","14787 MANCHESTER ROAD - OUTSIDE CITY LIMITS","","","CANCELLED",""
"EDG CLIF WINERY LLC","18-0047","EDG-CLIF WINERY","10035 EDG CLIF DR - OUTSIDE CITY LIMITS","","","ACTIVE",""
"SMOKING JACKET WINES & SPIRITS LLC","18-0048","","3819 N UTAH PL","Tower Grove South","2","CLOSED","15"
"HYDE MANAGEMENT LLC","18-0049","","1900 LOCUST ST","Downtown West","4","CANCELLED","6"
"CORK & SLICE LLC","18-0050","","4501 MARYLAND AVE","Central West End","5","CLOSED","28"
"CHARLEVILLE TAVERN LLC","18-0051","","2101A CHOUTEAU AVE","Downtown West","4","ACTIVE","6"
"HAMILTON HOSPITALITY SERVICES LLC","18-0052","","2107 CHOUTEAU AVE","","3","ACTIVE",""
"INFINITE OCCASIONS LLC","18-0053","","3515 N LINDBERGH-OUTSIDE CITY LIMITS","","","ACTIVE",""
"URBAN FORT PLAY CAFE LLC","18-0054","","1854 RUSSELL BLVD","McKinley Heights","3","ACTIVE","7"
"BHAGAVATI INC","18-0055","","8901 RIVERVIEW DR","Baden","6","ACTIVE","2"
"FOX SOMYING","18-0056","","4495 FOREST PARK AVE","Central West End","5","CLOSED","17"
"OZARK ENTERTAINMENT GROUP INC","18-0057","","2138 WOODSON ROAD - OUTSIDE CITY LIMITS","","","ACTIVE",""
"SAINT LOUIS JUICE LLC","18-0058","","2640 CHEROKEE ST","Gravois Park","3","CLOSED","9"
"FOUR STRINGS LLC","18-0059","","1730 S 8TH ST","Soulard","3","CLOSED","7"
"HAWTHORNE SITE MANAGEMENT COMPANY INC","18-0060","","6902 MORGAN FORD RD","Boulevard Heights","1","ACTIVE","12"
"TRUTH STL LLC","18-0061","","1409 WASHINGTON AVE","Downtown West","4","CLOSED","6"
"GOOD EATS PROJECT LLC","18-0062","","626 N 6TH ST","","4","ACTIVE",""
"DAVID KIRKLAND CATERING LLC","18-0063","","3224 LOCUST ST","Covenant Blu / Grand Center","4","ACTIVE","19"
"BIRCH CULINARY LLC","18-0064","","3536 WASHINGTON AVE","Covenant Blu / Grand Center","4","ACTIVE","19"
"KITCHEN HOUSE COFFEE LLC","18-0065","","7700 IVORY AVE","Patch","1","ACTIVE","11"
"TR ENTERTAIMENT LLC","18-0066","","560 E 5TH - OUTSIDE CITY LIMITS","","","ACTIVE",""
"HENSLEY BAR LLC","18-0067","","3442 HEREFORD ST","North Hampton","2","ACTIVE","10"
"ENHANCED SPIRITS LLC","18-0068","","4104 MANCHESTER AVE","Forest Park Southeast","2","ACTIVE","17"
"BEER OUTSIDE LLC","18-0069","","131 FREYMUTH RD - OUTSIDE CITY","","","ACTIVE",""
"DB COOPERS LLC","18-0070","DB COOPERS SAFEHOUSE","6109 GRAVOIS AVE","Princeton Heights","1","OPEN","13"
"HOSPITALITY HOUSE LLC THE","18-0071","","1937 SHENANDOAH AVE","Benton Park","3","CLOSED","7"
"EVENTS BY STACKED LLC","18-0072","","7704 IVORY AVE","Patch","1","ACTIVE","11"
"DRC INC","18-0073","","14787 MANCHESTER RD - OUTSIDE CITY LIMITS","","","ACTIVE",""
"MIM PETROLEUM LLC","18-0074","","1104 HAMPTON AVE","Cheltenham","2","ACTIVE","17"
"ANYTIME INVESTMENT LLC","18-0075","","1901 ST LOUIS AVE","St. Louis Place","4","CANCELLED","5"
"CRAFT BEER CELLAR OF ST OUIS LLC","18-0076","","8113 MARYLAND AVENUE - CLAYTON MO - OUTSIDE CITY LIMITS","","","ACTIVE",""
"MORAN FOODS LLC","18-0077","","1631 S JEFFERSON AVE","The Gate District","3","CANCELLED","6"
"SMC VENTURES LLC","18-0078","","2815 WATSON RD","Clifton Heights","2","ACTIVE","24"
"3AB LLC","18-0079","","5625 MANCHESTER AVE","Cheltenham","2","CLOSED","24"
"BROC LLC","18-0080","","3015 LOCUST ST","Midtown","4","ACTIVE","19"
"EPMD LLC","18-0081","","1530 S 7TH ST","Kosciusko","3","ACTIVE","7"
"G CUBED LLC","18-0082","","5700 LINDELL BLVD","Forest Park","2","ACTIVE","28"
"SOUTHWEST RESTAURANT & EATERY LLC","18-0083","","5800 SOUTHWEST AVE","Southwest Garden","2","ACTIVE","10"
"MISU LLC","18-0084","","3001 N FLORISSANT AVE","St. Louis Place","4","ACTIVE","5"
"SOL AZTECA LLC","18-0085","","4232 S BROADWAY","Mount Pleasant","1","ACTIVE","9"
"UNION BARBESHOP LLC","18-0086","","1264 GRAVOIS AVE","Soulard","3","ACTIVE","7"
"EMEXICO LLC","18-0087","","635 WASHINGTON AVE","Downtown","4","ACTIVE","7"
"MAGIC MINI GOLF LLC","18-0088","","6154 - 6166 DELMAR BLVD","","5","ACTIVE",""
"GRAND ZODIAC THE","18-0089","","3517 N GRAND BLVD","JeffVanderLou","4","ACTIVE","3"
"BLKMF GROUP CORP","18-0090","","410 N TUCKER BLVD","Downtown","4","ACTIVE","7"
"CROWN VALLEY INC","18-0091","","23589 STATE ROUTE WW - OUTSIDE CITY LIMITS","","","CLOSED",""
"634 F & B LLC","18-0092","","3550 SAMUEL SHEPARD DR","","4","ACTIVE",""
"LUCA BELLA HOSPITALITY GROUP LLC","18-0093","","5401 FINKMAN ST","Princeton Heights","1","ACTIVE","16"
"WHISKY ON WASHINGTON LLC","18-0094","","1321 WASHINGTON AVE","Downtown West","4","ACTIVE","6"
"ST LOUIS GROCERY GROUP LLC","18-0095","","1400 N 13TH ST","Columbus Square","4","CLOSED","5"
"ST LOUIS GROCERY GROUP LLC","18-0096","","1300 N TUCKER BLVD","Columbus Square","4","CLOSED","5"
"BON APPETIT MANAGEMENT COMPANY","18-0097","","320 S EUCLID AVE","Central West End","5","ACTIVE","17"
"LEAF OF LIFE LLC","18-0098","","4419 S KINGSHIGHWAY BLVD","South Hampton","1","CLOSED","14"
"GLB HOLDINGS LLC","18-0099","","5326 MANCHESTER AVE","","2","ACTIVE",""
"MIXOLOGIST LLC","18-0100","","3701 S JEFFERSON AVE","Gravois Park","3","CANCELLED","20"
"ARTISAN SPIRITS LLC","18-0101","","1101 MILLER ST - NEW HAVEN MO -  OUTSIDE CITY LIMITS","","","ACTIVE",""
"TOP NOTCH AXE LLC","18-0102","","440 N 4TH ST","Downtown","4","ACTIVE","7"
"KB SPECIAL EVENTS LLC","18-0103","","4220 DUNCAN AVE - UNIT A AND B","Central West End","5","OPEN","17"
"KB SPECIAL EVENTS LLC","18-0104","","4220 DUNCAN AVE - UNIT B","","","CANCELLED",""
"PARAQUAD INC","18-0105","","5200 OAKLAND AVE","Kings Oak","2","ACTIVE","17"
"MC SPECIAL LLC","18-0106","","2926 CHEROKEE ST","Gravois Park","3","CANCELLED","20"
"LITTLE BAR STL LLC THE","18-0107","","6343 ALABAMA AVE","Carondelet","1","ACTIVE","11"
"PUBLIC HOUSE BREWING COMPANY LLC THE","18-0108","","551 STATE HIGHWAY B - OUTSIDE CITY LIMITS","","","ACTIVE",""
"ST JAMES WINERY INC","18-0109","","540 STATE ROUTE B - OUTSIDE CITY LIMITS","","","ACTIVE",""
"BIGHEN BREW LLC","18-0110","","2424 S 9TH ST APT 100","Soulard","3","CLOSED","7"
"BENFORD ENTERPRISES LLC","18-0111","","518 BATES ST","Carondelet","1","CANCELLED","11"
"LA BAMBA LLC","18-0112","","1101 LUCAS AVE","Downtown","4","ACTIVE","7"
"ANYTIME INVESTMENT LLC","18-0113","","1901 ST LOUIS AVE #A","St. Louis Place","4","ACTIVE","5"
"COCINA LATINA INC","18-0114","","508 N EUCLID AVE","Central West End","5","ACTIVE","28"
"UNIQUE CONVENIENCE STORE INC","18-0115","","5350 CHIPPEWA ST","South Hampton","1","ACTIVE","14"
"DAO TIEN BISTRO 1 LLC","18-0116","","820 OLIVE ST","Downtown","4","ACTIVE","7"
"SODEXO OPERATIONS LLC","18-0117","","20 N GRAND BLVD","Midtown","4","OPEN","19"
"SAINTE GENEVIEVE WINERY LLC","18-0118","","OUTSIDE CITY LIMITS - 6231 STATE RT C","","","ACTIVE",""
"282 LLC","18-0119","","1315 N VANDEVENTER AVE","Vandeventer","5","CANCELLED","19"
"LA PACHANGA OF JEFFERSON COUNTY INC","18-0120","","OUTSIDE CITY LIMITS - 1185 SCENIC PLAZA","","","ACTIVE",""
"SPICED JUST RIGHT LLC","18-0121","SPICED JUST RIGHT","","","","ACTIVE",""
"SOUTHWEST DINER LP","18-0122","","2625 ABBOTT PL","Ellendale","2","ACTIVE","24"
"WESTPHALIA WINERY LLC","18-0123","","182 BREWERY LANE - OUTSIDE CITY LIMITS","","","ACTIVE",""
"ANDERSON HUNTER LLC","18-0124","","5513 PERSHING AVE","","5","CANCELLED",""
"SHOP N SAVE ST LOUIS INC","18-0125","","4660 CHIPPEWA ST","Bevo Mill","1","CANCELLED","14"
"CHIMERA LLC","18-0126","","1419 CARROLL ST","Peabody, Darst, Webbe","3","ACTIVE","7"
"1956 UTAH LLC","18-0127","","1956 UTAH ST","Benton Park","3","ACTIVE","9"
"ROCKWELL BEER COMPANY LLC","18-0128","","1300-20 S VANDEVENTER AVE","","2","ACTIVE",""
"HP INVESTMENT GROUP INC","18-0129","","2245 S GRAND BLVD","Shaw","2","ACTIVE","8"
"PRIME 55 RESTAURANT & LOUNGE LLC","18-0130","","6100 DELMAR BLVD","Skinker / DeBaliviere","5","ACTIVE","28"
"OAKED LLC","18-0131","","1025 LYNCH ST","Soulard","3","CLOSED","9"
"RICE SPIRITS LLC","18-0132","","3153 MORGAN FORD RD","","2","CLOSED",""
"LINDWEDEL WINE GARDEN LLC","18-0133","","3158 STATE HWY 265 - OUTSIDE CITPY LIMITS","","","ACTIVE",""
"CORNER STREET FOOD LLC THE","18-0134","","2605 WASHINGTON AVE","Midtown","4","CLOSED","6"
"MIDWESTERN 40 LLC","18-0135","","900 SPRUCE ST","Downtown","4","ACTIVE","7"
"FIERCE FUSION LLC","18-0136","","1924 PESTALOZZI ST","Benton Park","3","ACTIVE","9"
"SCHNUCK MARKETS INC","18-0137","","7057 CHIPPEWA ST","Lindenwood Park","2","ACTIVE","16"
"BLUEWOOD BREWING LLC","18-0138","","1821 CHEROKEE ST","Benton Park","3","OPEN","9"
"MCGEAR LLC","18-0139","","OUTSIDE CITY LIMITS","","","ACTIVE",""
"DOGHAUS LLC THE","18-0140","","1800 S 10TH ST","Soulard","3","OPEN","7"
"HYDE MANAGEMENT LLC","18-0141","","1900 LOCUST ST","Downtown West","4","CLOSED","6"
"QDOBA RESTAURANT CORP","18-0142","","4049 LINDELL BLVD","Central West End","5","CANCELLED","18"
"TLG 634 HOTEL MANAGEMENT LLC","18-0143","","3550 SAMUEL SHEPARD DR - (FLOORS 4-11 HOTEL ONLY)","","4","ACTIVE",""
"BULRUSH ST LOUIS INC","18-0144","","3307 WASHINGTON BLVD","","4","ACTIVE",""
"DIAMOND SQUARED LLC","18-0145","","2811 PRAIRIE AVE","JeffVanderLou","4","ACTIVE","3"
"705 OLIVE LLC","18-0146","","705 OLIVE ST","Downtown","4","ACTIVE","7"
"MI LINDO MICHOACAN INC","18-0147","","4534 GRAVOIS AVE","Bevo Mill","1","CANCELLED","14"
"MERRITT BEVERAGE LLC","18-0148","","400 OLIVE ST","Downtown","4","ACTIVE","7"
"JORDAN ACQUISITIONS LLC","18-0149","","1424 N BROADWAY","","3","OPEN",""
"JORDAN ACQUISITIONS LLC","18-0150","","1441 N 2ND ST","Near North Riverfront","4","CLOSED","7"
"CHIPOTLE MEXICAN GRILL OF COLORADO LLC","18-0151","","212 S GRAND BLVD","Midtown","4","ACTIVE","19"
"LOCAL POST LLC THE","18-0152","LOCAL POST THE","1315 WASHINGTON AVE","Downtown West","4","OPEN","6"
"PERRY PIERRE LLC","18-0153","","2713 MARCUS AVE","Kingsway East","5","CLOSED","4"
"BLUFFS ON BROADWAY LLC THE","18-0154","","4708 S BROADWAY","Mount Pleasant","1","ACTIVE","9"
"RED OAK BISCUITS LLC","18-0155","","2926 CHEROKEE ST","Gravois Park","3","CANCELLED","20"
"FLEEK ENTERPRISES LLC","18-0157","","5300 DONOVAN AVE","St. Louis Hills","2","CLOSED","16"
"BEAST BUTCHER & BLOCK INC","18-0158","","4156 MANCHESTER AVE","Forest Park Southeast","2","ACTIVE","17"
"F2F2 LLC","18-0159","","1706 WASHINGTON AVE","Downtown West","4","ACTIVE","6"
"F2F3 LLC","18-0160","","625 N EUCLID AVE","Central West End","5","ACTIVE","18"
"MACK INDUSTRIES LLC","18-0161","","1305 N SARAH ST","Vandeventer","5","CLOSED","19"
"HOUSE OF SOUL LLC","18-0162","","1204 WASHINGTON AVE","Downtown West","4","ACTIVE","5"
"ST LOUIS GROCERY GROUP LLC","18-0163","","1300 N TUCKER BLVD","Columbus Square","4","ACTIVE","5"
"ST LOUIS GROCERY GROUP LLC","18-0164","","1400 N 13TH ST","Columbus Square","4","ACTIVE","5"
"PROPERTY EXPERTS LLC","18-0165","","5876 DELMAR BLVD","Skinker / DeBaliviere","5","OPEN","26"
"ISAAN PAK THAI LLC","18-0166","","4087 CHOUTEAU AVE","Forest Park Southeast","2","ACTIVE","17"
"TAKASHIMA RECORD BAR LLC","18-0167","","4087 CHOUTEAU AVE","Forest Park Southeast","2","OPEN","17"
"MINGLE SPORTS BAR & GRILL LLC","18-0168","","5535 S GRAND BLVD","Holly Hills","1","OPEN","13"
"CHARLIE & MIKES LLC","19-0001","","634 WASHINGTON AVE","Downtown","4","ACTIVE","7"
"FRIED STL LLC","19-0002","","1330 WASHINGTON AVE","Downtown West","4","CLOSED","6"
"DR KING MARKET INC","19-0003","","6116 DR MARTIN LUTHER KING DR","Hamilton Heights","5","CLOSED","22"
"CROWN MART 16 INC","19-0004","","930 N KINGSHIGHWAY BLVD","Fountain Park","5","ACTIVE","18"
"TACO AND ICE CREAM JOINT LLC","19-0005","","2738 CHEROKEE ST","Gravois Park","3","OPEN","20"
"TEMPUS RESTAURANT LLC","19-0007","","4370 MANCHESTER AVE","Forest Park Southeast","2","OPEN","17"
"SRSR ENTERPRISES LLC","19-0008","","5220 HAMPTON AVE","South Hampton","2","ACTIVE","16"
"TUTTI INSIEME LLC","19-0009","SYNERGY FINE WINES","4330 FYLER AVE","Tower Grove South","2","CLOSED","10"
"LAST HOTEL F&B LLC","19-0011","","1501 WASHINGTON AVE","Downtown West","4","ACTIVE","6"
"SOUTHSIDE WINE & SPIRTS LLC","19-0013","","4920 HAMPTON AVE","St. Louis Hills","2","OPEN","16"
"SHREENAS INC","19-0014","","4938 NATURAL BRIDGE AVE","Kingsway East","6","CLOSED","1"
"SMJM LLC","19-0015","","732-38 S BROADWAY","","4","ACTIVE",""
"ANKOTO INC","19-0016","","6655 MANCHESTER AVE","Franz Park","2","OPEN","24"
"ELSCCM LLC","19-0017","","6301 CLAYTON AVE","Clayton / Tamm","2","ACTIVE","24"
"AO & CO LLC","19-0018","","1641 TOWER GROVE AVE","Botanical Heights","2","OPEN","17"
"JACOBSEN LEWIS ENTERTAINMENT LLC","19-0019","","4121 MANCHESTER AVE","Forest Park Southeast","2","OPEN","17"
"CENTRAL WEST END BED & BREAKFAST LLC","19-0020","","4045 WASHINGTON BLVD","Central West End","5","CANCELLED","18"
"CCDJ LLC","19-0021","","OUTSIDE CITY LIMITS","","","ACTIVE",""
"MORALES DG INC","19-0022","","3131 S GRAND BLV","","","OPEN",""
"MILANO LLC","19-0023","","5045 GRAVOIS AVE","Bevo Mill","1","CANCELLED","14"
"POSTCARDS FROM BKLYN LLC","19-0024","","2800 - 02 SHENANDOAH AVE","","3","OPEN",""
"STATIC ULTRA LOUNGE LLC","19-0025","","2001 LOCUST ST","Downtown West","4","CLOSED","6"
"OLIVE STREET SAINT LOUIS LLC","19-0026","","501 OLIVE ST","Downtown","4","ACTIVE","7"
"MUSEUM HOLDINGS LLC","19-0027","","701 N 15TH ST","Downtown West","4","OPEN","5"
"RASHA LLC","19-0028","","5750 NATURAL BRIDGE AVE","Wells / Goodfellow","5","CLOSED","22"
"3 THE HARD WAY BAR LLC","19-0029","","2229 GRAVOIS AVE","McKinley Heights","3","CLOSED","7"
"WEST END BISTRO LLC","19-0030","","5511 - 13 PERSHING AVE","","5","ACTIVE",""
"GB LICENSE LLC","19-0031","","5743 W PARK AVE","Cheltenham","2","CANCELLED","17"
"NUDO EAST LOOP LLC","19-0032","","6105A DELMAR BLVD","West End","5","ACTIVE","28"
"TOP FLOW BAR & GRILL LLC","19-0033","","4227 RACE COURSE AVE","Forest Park Southeast","2","CANCELLED","17"
"NIPPON TEI CORPORATION","19-0034","","1641 TOWER GROVE AVE #D","Botanical Heights","2","ACTIVE","17"
"SATURN LOUNGE LLC THE","19-0035","SATURN LOUNGE THE","1915 CHEROKEE ST","Benton Park","3","ACTIVE","9"
"DUKE & WILLIE ENTERPRISES LLC","19-0036","","911 WASHINGTON AVE","Downtown","4","ACTIVE","7"
"EUCLID SALT AND SMOKE LLC","19-0037","","392 N EUCLID AVE","Central West End","5","ACTIVE","28"
"TACO CIRCUS LLC","19-0038","","4940 SOUTHWEST AVE","Southwest Garden","2","OPEN","8"
"MARLON WHITFIELD","19-0039","","1636 DELMAR BLVD","Downtown West","4","CANCELLED","5"
"RED OAK BISCUITS LLC","19-0040","","2926 CHEROKEE ST","Gravois Park","3","CLOSED","20"
"KINGS MART ENTERPRISE INC","19-0041","","6116 DR MARTIN LUTHER KING DR","Hamilton Heights","5","CANCELLED","22"
"MJ Entertainment LLC","19-0042","","4247 S KINGSHIGHWAY BLVD 2ND FLOOR","South Hampton","1","OPEN","14"
"SODEXOMAGIC LLC","19-0043","","411 LOCUST ST","Downtown","4","CLOSED","7"
"OFURE PALACE LLC","19-0044","","3108 - 3110 CHEROKEE ST","Gravois Park","3","ACTIVE","20"
"MORAN FOODS LLC","19-0045","","1631 S JEFFERSON AVE","The Gate District","3","CLOSED","6"
"MORAN FOODS LLC","19-0046","","1331 UNION BLVD","Hamilton Heights","5","OPEN","26"
"PLAYGROUND BAR & GRILL LLC","19-0047","","3775 KOSSUTH AVE","Fairground Neighborhood","6","ACTIVE","3"
"TIPSY TAVERN LLC THE","19-0048","","5620 S GRAND BLVD","Carondelet","1","CLOSED","11"
"LJ RESTAURANT LLC","19-0049","","3100 LOCUST BLVD","Midtown","4","ACTIVE","19"
"OPEN CONCEPT LLC","19-0050","","2712 CHEROKEE ST","Gravois Park","3","ACTIVE","9"
"ELDERGULLYLEGEND LLC","19-0051","","1921 S 9TH ST","Soulard","3","ACTIVE","7"
"T & Tee LLC","19-0052","","4993 LOUGHBOROUGH AVE","Princeton Heights","1","CANCELLED","12"
"BOYLE STREET HOLDINGS LLC","19-0053","","360 N BOYLE AVE","","5","ACTIVE",""
"DKE AND SONS ENTERPRISES LLC","19-0054","","OUTSIDE CITY LIMITS","","","ACTIVE",""
"DERU LLC","19-0055","","1428 BENTON ST","Old North St. Louis","4","CANCELLED","5"
"STARZ SPORTS BAR & GRILL LLC","19-0056","","8734 GOODFELLOW BLVD","North Point","6","ACTIVE","27"
"ST LOUIS HAPPY HOUR BAR & GRILLE LLC","19-0057","ST LOUIS HAPPY HOUR","12948 HALLS FERRY (OUT OF CITY LIMITS)","","","OPEN",""
"MARWA LLC","19-0058","","1403 UNION BLVD","Hamilton Heights","5","CANCELLED","26"
"KING MART ENTERPRISE INC","19-0059","","6116 DR MARTIN LUTHER KING DR","Hamilton Heights","5","CLOSED","22"
"RENEES BAR & GRILL LLC","19-0060","","1901 WASHINGTON AVE","Downtown West","4","CANCELLED","6"
"MAGGIANOS HOLDING CORPORATION","19-0061","","OUTSIDE CITY LIMITS","","","ACTIVE",""
"BEFFA ENTERPRISES LLC","19-0062","","2700 OLIVE ST","Midtown","4","OPEN","6"
"WILD OLIVE PROVISIONS LLC","19-0063","","2201 S 39TH ST","Shaw","2","OPEN","8"
"BENFORD ENTERPRISES LLC","19-0064","","3459 CHIPPEWA ST","Gravois Park","3","CLOSED","15"
"CULINAIRE INTERNATIONAL INC","19-0065","","1 FINE ARTS DR","Forest Park","2","ACTIVE","28"
"CENTER FOR HEAD INJURY SERVICES THE","19-0066","","3182 - 3184 MORGANFORD RD","","2","ACTIVE",""
"CASA TEQUILA INC","19-0067","","4534 GRAVOIS AVE","Bevo Mill","1","OPEN","14"
"L&AB ENTERPRISES LLC","19-0068","","1300 WASHINGTON AVE","Downtown West","4","CLOSED","6"
"STELLAR HOGS LLC","19-0069","","5623 LEONA ST","Bevo Mill","1","OPEN","13"
"SUPERTARGET LIQUOR OF MISSOURI INC","19-0070","","4255 HAMPTON AVE","St. Louis Hills","2","CLOSED","16"
"THOMAS ROTHSTEIN & COLE LLC","19-0071","","10 N NEWSTEAD AVE","Central West End","5","ACTIVE","17"
"WHALE SHARK LLC","19-0072","","1027 GEYER AVE","Soulard","3","CLOSED","7"
"RECESS STL LLC","19-0073","","4500 SWAN AVE","Forest Park Southeast","2","OPEN","17"
"KAF LLC","19-0074","","3301 WASHINGTON AVE","Covenant Blu / Grand Center","4","OPEN","19"
"KAF LLC","19-0075","","3310 SAMUEL SHEPARD DR","Covenant Blu / Grand Center","4","ACTIVE","19"
"JRFMSTL INC","19-0076","","2233 WASHINGTON AVE","Downtown West","4","CLOSED","6"
"FLORISSANT BREWING LLC","19-0077","","4006 - 12 FOLSOM AVE","Botanical Heights","2","CLOSED","17"
"SWP INC","19-0079","","201 S 18TH ST (AKA 1820 Market ST)","Downtown West","4","OPEN","6"
"HAVE A COW CATTLE COMPANY LLC","19-0080","","2742 LAFAYETTE AVE","The Gate District","3","OPEN","6"
"GET DOWN LLC","19-0081","","1449 S VANDEVENTER AVE","Forest Park Southeast","2","OPEN","17"
"PUNCH BOWL ST LOUIS LLC","19-0083","","3730 FOUNDRY WAY - SUITE 100","Midtown","4","OPEN","17"
"LH ST LOUIS OPERATING COMPANY LLC","19-0084","LIVE BY LOEWS ST LOUIS","799 CLARK AVE","Downtown","4","OPEN","7"
"COLEMAN WORKS LLC","19-0085","","4266 NATURAL BRIDGE AVE","The Greater Ville","6","OPEN","21"
"SABASTIANS CRAB MANIA LLC","19-0086","SABASTIANS CRAB MANIA","3131 OLIVE ST","Midtown","4","CANCELLED","19"
"REIGN RESTAURANT LLC","19-0087","","1122 WASHINGTON AVE (UNIT 1)","Downtown","4","OPEN","7"
"GB LICENSE LLC","19-0088","","5743 W PARK AVE","Cheltenham","2","CANCELLED","17"
"LUCHA 522 LLC","19-0089","","522 N GRAND BLVD","Covenant Blu / Grand Center","4","CLOSED","19"
"BARLEY AND VINE LLC","19-0090","","501 CLARK STREET - ST CHARLES - OUT OF CITY","","","OPEN",""
"PROTAGONIST CAFE LLC","19-0091","","1700 S 9TH ST","Soulard","3","OPEN","7"
"MARWA LLC","19-0092","","1403 UNION BLVD","Hamilton Heights","5","OPEN","26"
"ADAM PUCHTA & SON WINE COMPANY","19-0093","","1947 FRENE CREEK RD - OUTSIDE CITY LIMITS","","","OPEN",""
"M & M S ENTERPRISE LLC","19-0094","ARKANSAS FRIED CHICKEN GRILL N BAR","4656 DR MARTIN LUTHER KING DR","Lewis Place","5","OPEN","4"
"ARDENT 3 LLC","19-0095","","2501 S 9TH ST","Soulard","3","OPEN","7"
"ROAD CREW CC LLC","19-0096","","3172 MORGANFORD RD","Tower Grove South","2","OPEN","10"
"ORLANDO BANQUETS INC","19-0097","","1014 LOCUST BLVD","Downtown","4","OPEN","7"
"STONE HILL WINE COMPANY INC","19-0098","","1110  STONE HILL HIGHWAY - OUTSIDE CITY LIMITS","","","OPEN",""
"MAYO KETCHUP LLC","19-0099","","2001 PARK AVE","Lafayette Square","3","OPEN","6"
"PADDY OS PARTNERS LLC","19-0100","","614-32 S 7TH ST","Downtown","4","OPEN","7"
"ROUGE BISTRO INC","19-0101","","3037 OLIVE ST","Midtown","4","CLOSED","19"
"LITTLE CHRISANNA","19-0102","","2732 CHEROKEE ST","Gravois Park","3","OPEN","20"
"MIDAS HOSPITALITY LLC","19-0103","","4245 DUNCAN AVE","Central West End","5","OPEN","17"
"G & M INVESTORS LLC","19-0104","","5956 NATURAL BRIDGE AVE","Wells / Goodfellow","5","CLOSED","22"
"TENDERLOIN ROOM LLC THE","19-0105","","232 N KINGSHIGHWAY BLVD","Central West End","5","OPEN","28"
"RARRI GROUP LLC","19-0106","","1136 WASHINGTON AVE","Downtown","4","CANCELLED","7"
"ZMJ LLC","19-0107","","4257 SHREVE AVE","Penrose","6","CLOSED","1"
"JAVACOM LLC","19-0108","","4199 MANCHESTER AVE","Forest Park Southeast","2","OPEN","17"
"COLORADO BOBS ST LOUIS LLC","19-0109","","3457 MORGANFORD RD","Tower Grove South","2","OPEN","10"
"BOCCARDI & SONS INC","19-0111","","8556 WATSON ROAD (OUT OF CITY LIMIT)","","","OPEN",""
"CAJUN ST LOUIS LLC","19-0113","","4680 CHIPPEWA ST","Bevo Mill","1","OPEN","14"
"ALDI INC","19-0114","","3865 GRAVOIS AVE","Tower Grove South","2","OPEN","15"
"EQUIS HOTELS LLC","19-0115","","2144 MARKET ST","Downtown West","4","OPEN","6"
"BANQUET ENTERPRISES INC","19-0116","","OUTSIDE CITY LIMITS","","","OPEN",""
"Test Business","19-0117","","1200 MARKET ST","Downtown West","4","OPEN","7"
"COCKTAIL CATERING COMPANY LLC","19-0118","","205 E. ALLEN ST. OUTSIDE CITY LIMITS","","","OPEN",""
"TRIBECA ON LOCUST LLC","19-0119","","1900 LOCUST BLVD","Downtown West","4","CLOSED","6"
"a companie inc","19-0120","","3723 S KINGSHIGHWAY BLVD","North Hampton","2","OPEN","10"
"W SHOP BAR LLC","19-0121","","1625 UNION BLVD","Wells / Goodfellow","5","CLOSED","26"
"HOGAPALOOZA LLC","19-0122","","1627 S 9TH ST","Soulard","3","OPEN","7"
"GEYER RESTAURANT LLC","19-0123","MARDI G'S","1026-1028 GEYER AVE","","3","OPEN",""
"GRAND CENTER ENTERPRISES INC","19-0124","","601 N GRAND AVE","Covenant Blu / Grand Center","4","OPEN","19"
"JRL RESTAURANT COMPANY LLC","19-0125","","1428 N BROADWAY","Near North Riverfront","4","CLOSED","7"
"JRL RESTAURANT CO LLC","19-0126","","1430 N BROADWAY","Near North Riverfront","4","CLOSED","7"
"JRL RESTAURANT COMPANY LLC","19-0127","","1434 N BROADWAY","Near North Riverfront","4","CLOSED","7"
"LUCHA II LLC","19-0128","","522 N GRAND BLVD","","4","OPEN","19"
"BENFORD ENTERPRISES LLC","19-0129","","3459 CHIPPEWA ST","Gravois Park","3","CLOSED","15"
"SOCIAL PICKLE LLC THE","19-0130","","1928 DR MARTIN LUTHER KING DR","","4","OPEN",""
"CATHEDRAL BASILICA OF ST LOUIS CATHOLIC CHURCH","19-0131","","4431 LINDELL BLVD","Central West End","5","OPEN","28"
"DAPPER GOAT RESTAURANT & BAR LLC","19-0132","DAPPER GOAT RESTAURANT AND BAR","4001 UTAH ST","","2","CLOSED",""
"BENFORD ENTERPRISES LLC","19-0133","","3459 CHIPPEWA ST","Gravois Park","3","OPEN","15"
"JUPITER CAFE LLC","19-0134","","1229 WASHINGTON AVE","Downtown West","4","OPEN","5"
"AMA RESTAURANT GROUP LLC","19-0135","TASTE","4584 LACLEDE AVE","Central West End","5","OPEN","17"
"CRAFT RESTAURANTS LTD","19-0136","","4580 LACLEDE AVE","Central West End","5","OPEN","17"
"WELLSPENT BREWING COMPANY LLC","19-0137","WELLSPENT BREWING COMPANY","2915 OLIVE ST","Midtown","4","OPEN","19"
"KASHEV KRUPA LLC","19-0139","PINE LIQUOR & WINE STORE","119 N BROADWAY","Downtown","4","CLOSED","7"
